txn_id,txn_date,account_id,rep_id,division,sku_id,supplier_id,cases_sold,discount_pct,revenue_usd,channel
116,2024-05-22,138,8,Worldwide Wines,2015,4,7,7.0,1484.28,Off-Premise
117,2025-12-23,108,6,Fairfield County,2014,5,1,0.0,300.0,On-Premise
118,2025-04-25,132,8,Worldwide Wines,2001,4,1,0.0,300.0,Off-Premise
119,2025-04-04,7,1,North Division,1009,3,4,0.0,336.0,On-Premise
120,2025-09-22,122,8,Worldwide Wines,1001,1,1,3.0,116.4,On-Premise
121,2024-01-06,105,6,Fairfield County,2005,8,2,0.0,840.0,On-Premise
122,2024-03-22,86,7,Fairfield County,2009,4,5,3.0,1396.8,On-Premise
123,2024-01-20,39,2,North Division,2013,5,2,0.0,552.0,On-Premise
124,2024-09-19,142,9,Worldwide Wines,1005,13,1,5.0,148.2,On-Premise
125,2024-08-08,52,4,South Division,1010,2,1,0.0,88.0,Off-Premise
126,2024-06-02,92,5,Fairfield County,2005,8,6,3.0,2444.4,Off-Premise
127,2025-07-15,71,3,South Division,2010,5,1,0.0,312.0,Off-Premise
128,2025-09-15,22,1,North Division,2013,5,1,0.0,276.0,On-Premise
129,2025-06-24,171,11,Spirits Division,1010,2,1,0.0,88.0,On-Premise
130,2025-03-09,58,4,South Division,1010,2,4,5.0,334.4,On-Premise
131,2024-04-23,15,1,North Division,2011,5,14,0.0,6384.0,On-Premise
132,2024-10-22,55,13,South Division,1002,11,8,0.0,1152.0,Off-Premise
133,2024-08-31,31,12,North Division,1006,9,4,0.0,512.0,Off-Premise
134,2024-11-04,181,15,Spirits Division,1001,1,1,0.0,120.0,On-Premise
135,2024-05-04,73,13,South Division,2011,5,2,0.0,912.0,Off-Premise
136,2024-02-18,61,3,South Division,2011,5,4,0.0,1824.0,On-Premise
137,2024-09-01,40,1,North Division,2014,5,3,0.0,900.0,Off-Premise
138,2025-03-05,52,4,South Division,1003,1,2,0.0,264.0,Off-Premise
139,2025-10-16,72,3,South Division,2001,4,2,0.0,600.0,Off-Premise
140,2025-09-29,156,10,Spirits Division,2010,5,1,0.0,312.0,Off-Premise
141,2025-04-13,170,11,Spirits Division,1002,11,3,0.0,432.0,On-Premise
142,2024-03-05,120,7,Fairfield County,1001,1,1,0.0,120.0,On-Premise
143,2024-04-23,57,3,South Division,1008,2,1,0.0,72.0,On-Premise
144,2025-05-26,182,15,Spirits Division,1002,11,3,0.0,432.0,Off-Premise
145,2025-09-03,122,8,Worldwide Wines,1007,10,22,0.0,5808.0,On-Premise
146,2025-07-02,81,7,Fairfield County,2012,6,3,0.0,720.0,On-Premise
147,2024-01-17,52,4,South Division,1010,2,1,0.0,88.0,Off-Premise
148,2025-10-09,170,11,Spirits Division,2005,8,3,0.0,1260.0,On-Premise
149,2025-06-11,168,11,Spirits Division,2006,15,1,7.0,379.44,Off-Premise
150,2025-08-11,167,11,Spirits Division,2001,4,3,0.0,900.0,On-Premise
151,2024-09-04,33,1,North Division,2005,8,1,0.0,420.0,Off-Premise
152,2024-05-27,101,6,Fairfield County,2011,5,7,0.0,3192.0,On-Premise
153,2024-10-25,32,2,North Division,1008,2,1,7.0,66.96,On-Premise
154,2025-03-15,127,9,Worldwide Wines,1009,3,5,3.0,407.4,On-Premise
155,2024-01-02,52,4,South Division,1008,2,1,0.0,72.0,Off-Premise
156,2025-09-21,126,8,Worldwide Wines,2014,5,3,0.0,900.0,On-Premise
157,2024-12-27,44,13,South Division,1007,10,3,0.0,792.0,Off-Premise
158,2024-09-03,10,2,North Division,2014,5,2,0.0,600.0,Off-Premise
159,2025-08-07,184,10,Spirits Division,2006,15,4,3.0,1583.04,On-Premise
160,2025-03-02,102,5,Fairfield County,2012,6,5,3.0,1164.0,Off-Premise
161,2024-07-10,111,7,Fairfield County,2003,7,2,0.0,528.0,On-Premise
162,2025-11-11,168,11,Spirits Division,1004,12,16,7.0,3214.08,Off-Premise
163,2025-11-15,142,9,Worldwide Wines,1007,10,1,0.0,264.0,On-Premise
164,2024-03-28,65,13,South Division,2012,6,9,0.0,2160.0,Off-Premise
165,2025-06-20,35,12,North Division,2011,5,2,0.0,912.0,On-Premise
166,2025-01-04,133,8,Worldwide Wines,1004,12,18,0.0,3888.0,On-Premise
167,2024-03-10,122,8,Worldwide Wines,2006,15,1,5.0,387.6,On-Premise
168,2025-06-22,94,5,Fairfield County,1008,2,13,0.0,936.0,Off-Premise
169,2025-07-11,149,15,Spirits Division,2011,5,1,3.0,442.32,On-Premise
170,2025-06-03,96,5,Fairfield County,2014,5,3,0.0,900.0,On-Premise
171,2025-06-03,161,15,Spirits Division,1004,12,2,5.0,410.4,Off-Premise
172,2025-07-21,159,15,Spirits Division,1007,10,1,3.0,256.08,Off-Premise
173,2024-01-21,121,14,Worldwide Wines,2011,5,11,0.0,5016.0,On-Premise
174,2025-02-03,5,12,North Division,1008,2,1,0.0,72.0,On-Premise
175,2025-04-26,138,8,Worldwide Wines,2004,7,7,0.0,2520.0,Off-Premise
176,2024-02-14,124,8,Worldwide Wines,1006,9,2,0.0,256.0,Off-Premise
177,2025-10-12,33,1,North Division,1008,2,12,0.0,864.0,Off-Premise
178,2025-01-31,168,11,Spirits Division,2014,5,1,0.0,300.0,Off-Premise
179,2025-01-17,71,3,South Division,2006,15,3,7.0,1138.32,Off-Premise
180,2024-09-16,164,15,Spirits Division,1006,9,1,0.0,128.0,On-Premise
181,2024-01-17,18,12,North Division,1002,11,1,0.0,144.0,Off-Premise
182,2024-12-31,130,14,Worldwide Wines,2009,4,17,0.0,4896.0,Off-Premise
183,2024-03-10,45,13,South Division,2011,5,9,0.0,4104.0,Off-Premise
184,2024-12-19,103,5,Fairfield County,1006,9,9,0.0,1152.0,On-Premise
185,2024-09-03,71,3,South Division,1001,1,1,0.0,120.0,Off-Premise
186,2025-11-03,18,12,North Division,1009,3,2,5.0,159.6,Off-Premise
187,2025-10-05,51,13,South Division,1009,3,7,0.0,588.0,On-Premise
188,2024-04-16,61,3,South Division,2004,7,20,0.0,7200.0,On-Premise
189,2025-08-18,150,10,Spirits Division,1006,9,5,0.0,640.0,On-Premise
190,2024-12-06,138,8,Worldwide Wines,1001,1,6,0.0,720.0,Off-Premise
191,2024-05-16,106,5,Fairfield County,2006,15,9,3.0,3561.84,On-Premise
192,2024-02-15,20,12,North Division,1004,12,7,5.0,1436.4,On-Premise
193,2024-12-26,19,2,North Division,2003,7,1,0.0,264.0,On-Premise
194,2025-07-13,18,12,North Division,2005,8,7,3.0,2851.8,Off-Premise
195,2024-12-12,77,3,South Division,1009,3,2,0.0,168.0,Off-Premise
196,2025-10-20,108,6,Fairfield County,1006,9,10,0.0,1280.0,On-Premise
197,2024-06-28,63,4,South Division,1003,1,17,0.0,2244.0,On-Premise
198,2025-12-02,27,1,North Division,1005,13,3,0.0,468.0,Off-Premise
199,2025-04-20,77,3,South Division,2010,5,2,0.0,624.0,Off-Premise
200,2025-12-13,114,5,Fairfield County,1001,1,5,0.0,600.0,Off-Premise
201,2025-05-05,25,2,North Division,2013,5,10,0.0,2760.0,Off-Premise
202,2025-10-08,185,10,Spirits Division,2015,4,1,0.0,228.0,On-Premise
203,2024-07-05,21,1,North Division,2005,8,1,0.0,420.0,On-Premise
204,2024-05-18,173,15,Spirits Division,1002,11,4,0.0,576.0,Off-Premise
205,2024-03-05,130,14,Worldwide Wines,1009,3,9,0.0,756.0,Off-Premise
206,2025-04-13,10,2,North Division,2002,5,3,0.0,720.0,Off-Premise
207,2024-02-07,49,3,South Division,2007,14,1,0.0,192.0,On-Premise
208,2024-10-27,105,6,Fairfield County,2005,8,1,0.0,420.0,On-Premise
209,2024-07-25,55,13,South Division,2006,15,1,0.0,408.0,Off-Premise
210,2024-02-14,73,13,South Division,2014,5,6,0.0,1800.0,Off-Premise
211,2024-07-23,94,5,Fairfield County,1006,9,1,0.0,128.0,Off-Premise
212,2024-02-12,156,10,Spirits Division,1008,2,3,0.0,216.0,Off-Premise
213,2024-11-19,15,1,North Division,1008,2,1,0.0,72.0,On-Premise
214,2024-11-13,7,1,North Division,2011,5,3,0.0,1368.0,On-Premise
215,2025-06-11,101,6,Fairfield County,1004,12,1,0.0,216.0,On-Premise
216,2025-02-11,177,10,Spirits Division,1003,1,6,3.0,768.24,On-Premise
217,2025-07-10,99,7,Fairfield County,2007,14,1,0.0,192.0,On-Premise
218,2025-04-29,20,12,North Division,1004,12,6,0.0,1296.0,On-Premise
219,2024-09-16,64,4,South Division,2013,5,15,0.0,4140.0,On-Premise
220,2024-02-07,81,7,Fairfield County,1005,13,2,0.0,312.0,On-Premise
221,2025-10-24,83,7,Fairfield County,2007,14,12,0.0,2304.0,Off-Premise
222,2024-07-14,73,13,South Division,2003,7,4,0.0,1056.0,Off-Premise
223,2024-10-19,161,15,Spirits Division,2006,15,5,0.0,2040.0,Off-Premise
224,2024-12-31,8,1,North Division,2001,4,5,0.0,1500.0,On-Premise
225,2024-02-18,149,15,Spirits Division,1005,13,1,0.0,156.0,On-Premise
226,2025-11-02,129,8,Worldwide Wines,1008,2,22,0.0,1584.0,Off-Premise
227,2024-12-05,55,13,South Division,1004,12,2,0.0,432.0,Off-Premise
228,2024-10-06,156,10,Spirits Division,1006,9,3,5.0,364.8,Off-Premise
229,2024-05-07,154,15,Spirits Division,2012,6,6,0.0,1440.0,On-Premise
230,2025-01-11,36,1,North Division,2004,7,1,0.0,360.0,Off-Premise
231,2025-03-23,65,13,South Division,2010,5,1,0.0,312.0,Off-Premise
232,2025-02-13,6,12,North Division,2006,15,1,5.0,387.6,Off-Premise
233,2025-03-26,173,15,Spirits Division,1010,2,8,0.0,704.0,Off-Premise
234,2025-01-30,127,9,Worldwide Wines,2009,4,1,5.0,273.6,On-Premise
235,2024-12-13,129,8,Worldwide Wines,2010,5,6,0.0,1872.0,Off-Premise
236,2024-07-10,58,4,South Division,2007,14,22,0.0,4224.0,On-Premise
237,2025-05-23,109,7,Fairfield County,2012,6,1,0.0,240.0,On-Premise
238,2025-12-09,73,13,South Division,2010,5,5,0.0,1560.0,Off-Premise
239,2025-05-24,52,4,South Division,1005,13,1,3.0,151.32,Off-Premise
240,2025-01-11,86,7,Fairfield County,2001,4,1,5.0,285.0,On-Premise
241,2025-06-15,142,9,Worldwide Wines,2001,4,3,3.0,873.0,On-Premise
242,2024-09-30,46,3,South Division,2006,15,4,0.0,1632.0,Off-Premise
243,2024-03-25,18,12,North Division,2009,4,1,0.0,288.0,Off-Premise
244,2025-03-10,116,6,Fairfield County,2008,6,11,0.0,1848.0,On-Premise
245,2024-03-21,16,2,North Division,2012,6,5,0.0,1200.0,Off-Premise
246,2025-03-16,144,14,Worldwide Wines,1010,2,1,0.0,88.0,On-Premise
247,2025-09-08,122,8,Worldwide Wines,2015,4,21,0.0,4788.0,On-Premise
248,2024-07-03,177,10,Spirits Division,1010,2,10,0.0,880.0,On-Premise
249,2025-07-12,55,13,South Division,1009,3,4,3.0,325.92,Off-Premise
250,2024-10-27,124,8,Worldwide Wines,2008,6,1,0.0,168.0,Off-Premise
251,2024-11-24,42,13,South Division,2010,5,3,3.0,907.92,On-Premise
252,2024-04-15,93,5,Fairfield County,1002,11,1,0.0,144.0,On-Premise
253,2024-03-22,105,6,Fairfield County,2001,4,3,0.0,900.0,On-Premise
254,2024-12-01,119,7,Fairfield County,2012,6,16,0.0,3840.0,Off-Premise
255,2025-11-07,36,1,North Division,1001,1,5,0.0,600.0,Off-Premise
256,2024-10-29,33,1,North Division,1002,11,1,0.0,144.0,Off-Premise
257,2024-11-09,127,9,Worldwide Wines,1008,2,3,5.0,205.2,On-Premise
258,2025-04-01,86,7,Fairfield County,2001,4,8,3.0,2328.0,On-Premise
259,2025-09-09,52,4,South Division,1007,10,1,3.0,256.08,Off-Premise
260,2025-03-12,73,13,South Division,2011,5,1,0.0,456.0,Off-Premise
261,2024-06-19,152,11,Spirits Division,2013,5,10,0.0,2760.0,On-Premise
262,2025-12-07,139,14,Worldwide Wines,2011,5,15,5.0,6498.0,On-Premise
263,2025-03-30,87,5,Fairfield County,2013,5,1,0.0,276.0,On-Premise
264,2024-12-25,95,6,Fairfield County,2015,4,1,0.0,228.0,On-Premise
265,2025-04-02,110,7,Fairfield County,2010,5,9,0.0,2808.0,On-Premise
266,2024-02-13,160,10,Spirits Division,2003,7,1,5.0,250.8,On-Premise
267,2024-12-27,111,7,Fairfield County,1001,1,16,3.0,1862.4,On-Premise
268,2025-09-21,164,15,Spirits Division,1003,1,3,0.0,396.0,On-Premise
269,2025-03-21,121,14,Worldwide Wines,1001,1,1,0.0,120.0,On-Premise
270,2024-10-08,175,11,Spirits Division,1008,2,1,0.0,72.0,On-Premise
271,2025-10-16,11,1,North Division,2006,15,3,0.0,1224.0,Off-Premise
272,2024-02-28,101,6,Fairfield County,2015,4,1,0.0,228.0,On-Premise
273,2024-03-17,21,1,North Division,2008,6,5,0.0,840.0,On-Premise
274,2025-11-18,88,6,Fairfield County,2001,4,2,0.0,600.0,Off-Premise
275,2025-10-14,26,2,North Division,1003,1,7,0.0,924.0,Off-Premise
276,2025-02-19,18,12,North Division,1010,2,2,0.0,176.0,Off-Premise
277,2025-01-07,73,13,South Division,1002,11,2,0.0,288.0,Off-Premise
278,2025-06-09,97,5,Fairfield County,2002,5,2,0.0,480.0,On-Premise
279,2025-11-26,13,1,North Division,2009,4,8,0.0,2304.0,Off-Premise
280,2024-06-12,171,11,Spirits Division,2015,4,4,0.0,912.0,On-Premise
281,2024-02-01,78,4,South Division,2013,5,1,0.0,276.0,Off-Premise
282,2024-05-26,39,2,North Division,1005,13,4,0.0,624.0,On-Premise
283,2025-09-14,39,2,North Division,1007,10,3,0.0,792.0,On-Premise
284,2025-11-25,92,5,Fairfield County,2015,4,2,0.0,456.0,Off-Premise
285,2025-03-24,153,10,Spirits Division,1003,1,1,0.0,132.0,Off-Premise
286,2024-02-05,42,13,South Division,2001,4,10,0.0,3000.0,On-Premise
287,2024-05-09,114,5,Fairfield County,2015,4,1,7.0,212.04,Off-Premise
288,2024-03-09,115,7,Fairfield County,2011,5,3,0.0,1368.0,Off-Premise
289,2024-08-29,55,13,South Division,1010,2,1,0.0,88.0,Off-Premise
290,2025-10-22,7,1,North Division,1002,11,2,0.0,288.0,On-Premise
291,2025-01-10,6,12,North Division,1001,1,1,0.0,120.0,Off-Premise
292,2025-01-05,19,2,North Division,1010,2,11,3.0,938.96,On-Premise
293,2025-01-27,31,12,North Division,1001,1,5,0.0,600.0,Off-Premise
294,2025-08-03,171,11,Spirits Division,2011,5,19,0.0,8664.0,On-Premise
295,2024-02-03,21,1,North Division,2008,6,1,0.0,168.0,On-Premise
296,2025-09-11,178,15,Spirits Division,2013,5,18,7.0,4620.24,Off-Premise
297,2024-06-06,89,7,Fairfield County,1004,12,9,0.0,1944.0,Off-Premise
298,2025-11-26,92,5,Fairfield County,1010,2,1,0.0,88.0,Off-Premise
299,2025-04-05,173,15,Spirits Division,1003,1,2,5.0,250.8,Off-Premise
300,2025-01-14,119,7,Fairfield County,1006,9,3,3.0,372.48,Off-Premise
301,2025-01-15,174,11,Spirits Division,2006,15,14,0.0,5712.0,Off-Premise
302,2025-03-30,129,8,Worldwide Wines,2012,6,15,0.0,3600.0,Off-Premise
303,2024-03-19,183,11,Spirits Division,2013,5,5,0.0,1380.0,On-Premise
304,2025-08-10,123,8,Worldwide Wines,2013,5,6,0.0,1656.0,On-Premise
305,2024-05-20,70,13,South Division,2014,5,4,0.0,1200.0,On-Premise
306,2025-06-26,101,6,Fairfield County,2009,4,1,0.0,288.0,On-Premise
307,2025-01-10,144,14,Worldwide Wines,1005,13,3,0.0,468.0,On-Premise
308,2025-02-11,107,6,Fairfield County,2008,6,2,0.0,336.0,Off-Premise
309,2024-11-17,119,7,Fairfield County,2009,4,3,0.0,864.0,Off-Premise
310,2025-10-27,10,2,North Division,2010,5,2,10.0,561.6,Off-Premise
311,2024-10-12,21,1,North Division,2010,5,3,0.0,936.0,On-Premise
312,2024-09-12,16,2,North Division,1006,9,7,3.0,869.12,Off-Premise
313,2024-04-26,87,5,Fairfield County,2008,6,8,0.0,1344.0,On-Premise
314,2024-01-27,161,15,Spirits Division,1001,1,8,0.0,960.0,Off-Premise
315,2024-07-09,55,13,South Division,1010,2,4,0.0,352.0,Off-Premise
316,2025-05-26,14,2,North Division,2005,8,10,0.0,4200.0,On-Premise
317,2025-06-14,62,3,South Division,2009,4,10,0.0,2880.0,Off-Premise
318,2025-01-31,177,10,Spirits Division,2001,4,6,0.0,1800.0,On-Premise
319,2025-07-29,104,7,Fairfield County,2006,15,1,0.0,408.0,Off-Premise
320,2024-04-30,37,12,North Division,2015,4,1,0.0,228.0,Off-Premise
321,2024-09-25,174,11,Spirits Division,1003,1,9,0.0,1188.0,Off-Premise
322,2024-09-23,130,14,Worldwide Wines,2005,8,2,0.0,840.0,Off-Premise
323,2025-12-21,127,9,Worldwide Wines,2008,6,1,0.0,168.0,On-Premise
324,2025-04-01,42,13,South Division,1009,3,2,0.0,168.0,On-Premise
325,2024-08-07,42,13,South Division,2015,4,1,0.0,228.0,On-Premise
326,2025-09-18,103,5,Fairfield County,2006,15,1,5.0,387.6,On-Premise
327,2024-10-19,22,1,North Division,2002,5,1,7.0,223.2,On-Premise
328,2025-12-11,177,10,Spirits Division,1010,2,8,7.0,654.72,On-Premise
329,2025-05-17,162,15,Spirits Division,1004,12,8,0.0,1728.0,On-Premise
330,2024-07-23,51,13,South Division,2004,7,4,0.0,1440.0,On-Premise
331,2024-05-05,32,2,North Division,1010,2,1,0.0,88.0,On-Premise
332,2024-05-18,59,3,South Division,2009,4,7,0.0,2016.0,On-Premise
333,2024-03-16,114,5,Fairfield County,2010,5,6,7.0,1740.96,Off-Premise
334,2025-04-07,100,6,Fairfield County,2012,6,8,0.0,1920.0,On-Premise
335,2024-06-25,50,13,South Division,1010,2,2,0.0,176.0,On-Premise
336,2025-12-31,8,1,North Division,1003,1,4,0.0,528.0,On-Premise
337,2025-03-31,70,13,South Division,2008,6,4,0.0,672.0,On-Premise
338,2024-03-30,95,6,Fairfield County,1005,13,2,0.0,312.0,On-Premise
339,2025-11-29,71,3,South Division,1003,1,11,0.0,1452.0,Off-Premise
340,2024-11-23,40,1,North Division,1010,2,11,0.0,968.0,Off-Premise
341,2025-11-14,84,5,Fairfield County,1009,3,1,0.0,84.0,Off-Premise
